ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
2888,F,Flight,3,1,164,2,low,F,39,1532,Yes
2889,A,Flight,3,3,176,3,medium,M,14,1705,Yes
2890,B,Flight,4,3,149,3,medium,M,17,1990,Yes
2891,C,Flight,4,5,187,5,medium,M,16,3781,Yes
2892,F,Flight,3,2,150,2,low,M,53,1319,Yes
2893,D,Flight,3,2,190,3,medium,M,18,2715,Yes
2894,F,Flight,4,1,226,3,low,M,42,3077,Yes
2895,A,Ship,3,4,98,2,low,F,32,1539,Yes
2896,B,Ship,3,5,152,2,medium,F,6,1800,Yes
2897,C,Ship,2,2,173,2,medium,M,34,1575,Yes
2898,F,Ship,4,1,160,2,high,F,65,1861,Yes
2899,D,Ship,4,2,180,3,low,M,22,1261,Yes
2900,F,Ship,3,2,175,2,medium,F,12,1817,Yes
2901,A,Ship,3,3,274,3,low,M,6,2986,Yes
2902,B,Ship,4,1,216,4,low,M,4,2263,Yes
2903,C,Ship,6,2,283,2,low,F,18,3077,Yes
2904,F,Ship,6,4,192,3,high,F,19,2944,Yes
2905,D,Ship,3,4,236,4,medium,F,43,2584,Yes
2906,F,Ship,4,2,232,3,high,M,46,2835,Yes
2907,A,Ship,2,3,204,4,low,F,20,3135,Yes
2908,B,Ship,3,2,138,2,medium,F,46,1436,Yes
2909,C,Ship,3,4,154,2,low,M,29,1016,Yes
2910,F,Ship,4,3,244,2,low,M,17,3125,Yes
2911,D,Ship,3,2,144,3,medium,F,48,1867,Yes
2912,F,Ship,3,4,274,3,medium,M,19,3076,Yes
2913,A,Ship,3,2,182,3,low,F,54,3972,Yes
2914,B,Ship,6,1,250,5,low,F,53,3352,Yes
2915,C,Ship,4,4,207,2,medium,F,14,2945,Yes
2916,F,Ship,3,4,242,3,high,M,54,3011,Yes
2917,D,Ship,5,1,154,2,low,M,37,1671,Yes
2918,F,Ship,4,4,176,3,medium,M,53,1472,Yes
2919,A,Ship,3,5,252,3,low,M,18,3701,Yes
2920,B,Ship,4,1,147,3,medium,M,32,1666,Yes
2921,C,Ship,5,3,157,4,low,M,1,1306,Yes
2922,F,Ship,3,1,257,2,medium,M,37,3517,Yes
2923,D,Ship,4,3,172,3,medium,F,6,1261,Yes
2924,F,Ship,4,3,134,3,high,F,22,1629,Yes
2925,A,Ship,2,2,152,4,low,F,48,1212,Yes
2926,B,Ship,3,1,161,3,low,F,57,1918,Yes
2927,C,Ship,3,1,269,3,low,M,47,3033,Yes
2928,F,Ship,2,3,164,2,medium,M,64,1689,Yes
2929,D,Ship,5,3,114,6,medium,F,60,1746,Yes
2930,F,Ship,6,5,213,6,low,M,7,2709,Yes
2931,A,Ship,4,4,255,3,medium,F,60,2777,Yes
2932,B,Ship,3,3,135,3,medium,F,28,1329,Yes
2933,C,Ship,3,2,155,3,medium,F,7,1434,Yes
2934,F,Ship,6,3,273,4,medium,F,32,2532,Yes
2935,D,Ship,4,3,135,3,low,F,15,1008,Yes
2936,F,Ship,4,4,170,3,low,M,29,1188,Yes
2937,A,Ship,6,4,138,5,medium,F,15,1181,Yes
2938,B,Ship,3,2,213,4,low,M,53,3502,Yes
2939,C,Ship,4,5,156,5,high,F,55,1619,Yes
2940,F,Ship,3,1,139,2,low,M,47,1241,Yes
2941,D,Ship,3,1,263,3,medium,M,6,2715,Yes
2942,F,Ship,2,3,160,4,low,F,53,1850,Yes
2943,A,Ship,3,3,148,2,low,M,39,1402,Yes
2944,B,Ship,4,3,259,3,high,M,45,3761,Yes
2945,C,Ship,5,4,273,3,low,F,60,3384,Yes
2946,F,Ship,3,2,212,3,medium,F,9,2521,Yes
2947,D,Ship,3,5,144,6,low,F,46,1110,Yes
2948,F,Ship,2,2,193,3,medium,M,64,2867,Yes
2949,A,Ship,5,2,198,3,low,F,44,3706,Yes
2950,B,Ship,3,5,207,4,low,F,45,3770,Yes
2951,C,Ship,6,1,236,4,low,F,10,2030,Yes
2952,F,Ship,4,2,165,3,low,M,7,1702,Yes
2953,D,Ship,3,3,162,3,low,M,3,1693,Yes
2954,F,Ship,4,2,184,3,low,F,63,3609,Yes
2955,A,Ship,5,5,145,2,medium,M,48,1834,Yes
2956,B,Ship,3,3,228,2,medium,M,27,3473,Yes
2957,C,Ship,5,5,213,2,high,M,12,2522,Yes
2958,F,Ship,2,2,146,3,medium,F,1,1162,Yes
2959,D,Ship,4,2,220,3,high,F,39,2459,Yes
2960,F,Ship,3,4,231,3,medium,F,49,3441,Yes
2961,A,Ship,3,4,212,8,low,F,56,3337,Yes
2962,B,Ship,4,3,202,3,low,F,48,2213,Yes
2963,C,Ship,5,5,208,8,low,M,39,2905,Yes
2964,F,Ship,3,3,200,3,low,M,46,2460,Yes
2965,D,Ship,3,2,250,3,low,F,37,2736,Yes
2966,F,Ship,3,5,126,2,low,F,29,1192,Yes
2967,A,Ship,4,1,222,4,medium,F,42,2762,Yes
2968,B,Ship,6,2,236,4,low,F,61,3140,Yes
2969,C,Ship,4,3,165,3,low,M,4,1484,Yes
2970,F,Ship,3,4,162,3,low,M,17,1700,Yes
2971,D,Ship,4,3,184,3,low,F,37,3436,Yes
2972,F,Ship,5,3,145,2,medium,M,6,1965,Yes
2973,A,Ship,3,4,228,2,medium,M,46,3306,Yes
2974,B,Ship,5,3,213,2,high,F,27,2581,Yes
2975,C,Ship,2,3,146,3,medium,M,18,1289,Yes
2976,F,Ship,4,1,220,3,high,M,2,3886,Yes
2977,D,Ship,3,4,231,3,medium,M,39,3792,Yes
2978,F,Ship,3,4,212,8,low,F,34,2750,Yes
2979,A,Ship,4,5,202,3,low,F,38,2651,Yes
2980,B,Ship,5,2,208,8,low,M,62,3450,Yes
2981,C,Ship,3,3,200,3,low,M,4,3791,Yes
2982,F,Ship,3,1,250,3,low,F,8,3617,Yes
2983,D,Ship,3,5,126,2,low,F,63,1141,Yes
2984,F,Ship,4,3,222,4,medium,M,49,3697,Yes
2985,A,Ship,3,3,273,6,low,M,6,1771,Yes
2986,B,Ship,6,5,161,4,medium,F,20,1338,Yes
2987,C,Ship,5,1,236,3,medium,F,10,1347,Yes
2988,F,Road,6,3,281,5,medium,F,8,1864,Yes
2989,D,Road,5,3,168,4,low,M,7,1298,Yes
2990,F,Road,5,1,206,4,low,M,62,1137,Yes
2991,A,Road,4,1,144,4,high,M,5,1294,Yes
2992,B,Road,5,3,239,5,medium,F,19,2988,Yes
2993,C,Road,3,5,129,3,medium,F,52,1513,Yes
2994,F,Road,4,5,201,4,medium,M,46,3498,Yes
2995,D,Road,5,5,160,3,medium,M,55,1911,Yes
2996,F,Road,6,5,130,6,low,F,60,1971,Yes
2997,A,Road,3,1,132,4,medium,M,58,1067,Yes
2998,B,Road,4,2,185,4,medium,F,36,2583,Yes
2999,C,Road,5,1,271,4,low,F,4,2718,Yes
3000,F,Road,5,2,168,2,medium,M,20,1539,Yes
3001,D,Road,5,5,154,3,medium,F,50,1389,Yes
3002,F,Road,3,3,203,3,low,M,4,3114,Yes
3003,A,Road,3,1,274,3,low,M,4,2087,Yes
3004,B,Road,5,4,280,4,low,F,19,3298,Yes
3005,C,Road,4,5,196,2,low,M,51,3151,Yes
3006,F,Road,5,2,159,3,medium,F,63,1675,Yes
3007,D,Road,5,4,269,3,medium,M,15,2522,Yes
3008,F,Road,4,3,161,3,low,F,52,1199,Yes
3009,A,Road,3,1,159,2,medium,F,44,1806,Yes
3010,B,Flight,5,4,147,6,medium,F,21,1145,Yes
3011,C,Flight,3,3,214,2,medium,F,4,3754,Yes
3012,F,Flight,4,5,157,4,medium,F,12,1038,Yes
3013,D,Flight,5,5,147,2,medium,M,19,1936,Yes
3014,F,Flight,5,4,182,3,medium,F,11,3545,Yes
3015,A,Flight,3,5,188,2,low,F,12,2711,Yes
3016,B,Flight,3,1,104,2,low,M,1,1021,Yes
3017,C,Flight,5,5,195,3,low,M,55,2641,Yes
3018,F,Flight,4,1,235,2,high,M,64,2107,Yes
3019,D,Flight,4,5,219,2,medium,F,21,3830,Yes
3020,F,Flight,4,5,253,2,low,F,36,3389,Yes
3021,A,Flight,3,3,253,4,medium,F,57,2489,Yes
3022,B,Flight,4,1,167,3,low,M,42,1197,Yes
3023,C,Flight,4,2,211,2,low,F,39,2520,Yes
3024,F,Flight,3,4,155,3,medium,M,4,1548,Yes
3025,D,Flight,6,1,231,4,medium,F,23,2455,Yes
3026,F,Flight,5,4,182,4,low,M,61,3063,Yes
3027,A,Flight,3,5,212,2,medium,M,56,3547,Yes
3028,B,Flight,3,1,107,3,high,F,13,1861,Yes
3029,C,Flight,5,2,172,4,high,F,61,1161,Yes
3030,F,Flight,3,2,224,3,low,M,40,2180,Yes
3031,D,Flight,3,4,209,3,high,F,37,3650,Yes
3032,F,Ship,4,5,268,2,medium,M,46,3076,Yes
3033,A,Ship,3,2,141,4,low,M,9,1909,Yes
3034,B,Ship,4,4,260,2,low,M,17,3068,Yes
3035,C,Ship,5,4,151,4,medium,M,10,1441,Yes
3036,F,Ship,5,2,184,2,medium,M,27,3276,Yes
3037,D,Ship,5,1,270,3,high,M,52,3908,Yes
3038,F,Ship,5,4,135,2,medium,F,20,1908,Yes
3039,A,Ship,4,3,276,4,low,F,3,3889,Yes
3040,B,Ship,4,4,177,3,medium,M,23,1142,Yes
3041,C,Ship,3,2,149,3,medium,F,64,1920,Yes
3042,F,Ship,4,3,220,4,low,M,19,3602,Yes
3043,D,Ship,4,5,267,3,low,F,53,3742,Yes
3044,F,Ship,3,2,274,3,medium,F,50,3958,Yes
3045,A,Ship,4,4,243,3,low,M,10,3327,Yes
3046,B,Ship,5,1,166,2,low,M,44,1647,Yes
3047,C,Ship,5,2,225,3,medium,M,1,2049,Yes
3048,F,Ship,3,3,138,2,medium,F,40,1117,Yes
3049,D,Ship,4,3,141,4,medium,F,38,1599,Yes
3050,F,Ship,3,4,271,4,medium,F,16,2693,Yes
3051,A,Ship,6,5,243,3,medium,F,35,2374,Yes
3052,B,Ship,3,3,231,3,medium,M,53,2333,Yes
3053,C,Ship,5,4,168,3,low,M,34,1779,Yes
3054,F,Ship,5,3,264,2,low,F,61,2025,Yes
3055,D,Ship,4,3,233,3,medium,M,26,2624,Yes
3056,F,Ship,4,2,247,5,medium,F,17,3630,Yes
3057,A,Ship,3,4,176,3,low,F,4,1095,Yes
3058,B,Ship,5,5,257,4,medium,M,31,2040,Yes
3059,C,Ship,3,1,147,4,low,M,18,1613,Yes
3060,F,Ship,5,5,195,2,low,F,6,3936,Yes
3061,D,Ship,2,4,153,2,medium,F,57,1264,Yes
3062,F,Ship,3,5,237,4,low,M,28,3903,Yes
3063,A,Ship,6,4,217,5,low,F,7,3725,Yes
3064,B,Ship,5,1,140,4,medium,M,48,1322,Yes
3065,C,Ship,2,5,164,4,medium,M,2,1439,Yes
3066,F,Ship,3,3,243,3,medium,F,27,2052,Yes
3067,D,Ship,3,4,158,3,high,M,41,1137,Yes
3068,F,Ship,5,5,180,4,high,M,10,1200,Yes
3069,A,Ship,4,3,139,3,low,M,64,1814,Yes
3070,B,Ship,4,4,162,2,medium,M,8,1386,Yes
3071,C,Ship,5,3,206,4,low,M,18,3104,Yes
3072,F,Ship,3,2,238,2,low,M,19,2196,Yes
3073,D,Ship,5,3,254,2,medium,M,4,3297,Yes
3074,F,Ship,5,3,270,3,medium,M,38,3669,Yes
3075,A,Ship,3,2,255,2,low,M,18,3732,Yes
3076,B,Ship,4,4,182,2,low,F,13,3332,Yes
3077,C,Ship,3,3,149,2,medium,M,7,1145,Yes
3078,F,Ship,4,1,221,5,medium,M,22,3075,Yes
3079,D,Ship,4,5,135,2,low,M,60,1026,Yes
3080,F,Ship,3,1,188,2,low,F,14,2074,Yes
3081,A,Ship,5,5,194,3,low,M,47,2256,Yes
3082,B,Ship,4,3,134,2,medium,F,29,1010,Yes
3083,C,Ship,3,4,210,2,medium,M,29,3142,Yes
3084,F,Ship,4,2,169,2,low,M,22,1322,Yes
3085,D,Ship,3,3,147,2,low,F,52,1040,Yes
3086,F,Ship,4,1,213,3,low,F,21,3585,Yes
3087,A,Ship,3,2,223,2,low,M,64,3595,Yes
3088,B,Ship,4,1,233,2,medium,F,60,2671,Yes
3089,C,Ship,4,2,218,2,high,M,1,2990,Yes
3090,F,Ship,4,5,219,3,medium,M,27,3684,Yes
3091,D,Ship,3,2,145,2,low,F,44,1212,Yes
3092,F,Ship,3,3,257,3,low,M,44,3370,Yes
3093,A,Ship,3,1,238,6,medium,F,59,3375,Yes
3094,B,Ship,4,1,145,6,low,M,32,1673,Yes
3095,C,Ship,4,4,243,3,low,F,36,2111,Yes
3096,F,Ship,4,4,179,2,low,M,18,1369,Yes
3097,D,Ship,2,3,188,2,high,M,25,2033,Yes
3098,F,Ship,4,4,168,3,medium,M,53,1782,Yes
3099,A,Ship,5,4,157,4,low,M,58,1252,Yes
3100,B,Ship,3,4,172,3,low,M,32,1943,Yes
3101,C,Ship,5,1,195,3,low,M,37,3690,Yes
3102,F,Ship,3,2,225,3,low,F,59,3488,Yes
3103,D,Ship,3,3,227,2,medium,F,24,2749,Yes
3104,F,Ship,3,5,159,3,low,M,46,1857,Yes
3105,A,Ship,2,2,273,3,low,M,56,2633,Yes
3106,B,Ship,5,2,214,6,low,F,3,3234,Yes
3107,C,Ship,4,2,175,3,medium,F,34,1005,Yes
3108,F,Ship,3,5,213,2,low,F,39,2857,Yes
3109,D,Ship,4,3,190,4,medium,M,12,3115,Yes
3110,F,Ship,4,2,265,4,medium,F,40,2637,Yes
3111,A,Ship,4,4,146,4,low,M,12,1899,Yes
3112,B,Ship,5,4,229,2,medium,F,44,2419,Yes
3113,C,Ship,3,5,195,3,medium,F,47,2439,Yes
3114,F,Ship,2,5,151,3,low,M,34,1652,Yes
3115,D,Ship,4,2,217,3,low,M,1,3133,Yes
3116,F,Ship,4,4,134,3,low,F,14,1716,Yes
3117,A,Ship,3,5,195,2,low,F,42,3814,Yes
3118,B,Ship,4,3,142,4,low,M,29,1420,Yes
3119,C,Ship,2,4,182,4,medium,M,1,3624,Yes
3120,F,Ship,4,2,155,5,low,F,48,1043,Yes
3121,D,Ship,3,5,238,2,medium,F,34,2726,Yes
3122,F,Ship,4,1,182,3,medium,F,49,3198,Yes
3123,A,Ship,4,1,237,4,medium,F,22,2231,Yes
3124,B,Ship,4,4,222,3,low,F,24,3503,Yes
3125,C,Road,5,4,177,2,medium,F,45,1664,Yes
3126,F,Road,4,4,197,3,medium,F,41,3280,Yes
3127,D,Road,3,1,224,3,low,F,48,3672,Yes
3128,F,Road,3,3,193,2,low,M,19,3097,Yes
3129,A,Road,3,1,169,3,high,M,24,1740,Yes
3130,B,Road,3,4,248,2,medium,F,15,2983,Yes
3131,C,Road,6,5,246,4,medium,M,50,3618,Yes
3132,F,Road,4,1,232,3,medium,M,55,2686,Yes
3133,D,Road,3,5,251,3,low,F,21,2476,Yes
3134,F,Road,3,4,163,3,medium,M,58,1443,Yes
3135,A,Road,6,4,201,2,low,M,4,5916,Yes
3136,B,Road,6,5,141,3,medium,M,8,5031,No
3137,C,Road,3,3,219,3,low,M,4,5956,No
3138,F,Road,4,3,161,3,high,M,7,4245,No
3139,D,Road,4,5,225,4,medium,M,5,4622,No
3140,F,Road,5,3,277,3,medium,M,1,4186,Yes
3141,A,Road,3,3,256,4,medium,M,3,4732,No
3142,B,Road,6,2,153,5,low,F,1,4597,Yes
3143,C,Road,4,4,135,3,low,F,4,4651,Yes
3144,F,Road,3,3,253,3,medium,M,7,5085,No
3145,D,Road,4,5,139,3,low,M,5,5335,No
3146,F,Road,3,5,136,2,high,F,1,4971,No
3147,A,Flight,4,1,172,3,medium,M,7,4883,No
3148,B,Flight,4,2,272,3,high,F,6,4559,No
3149,C,Flight,3,3,207,3,high,M,1,5632,Yes
3150,F,Flight,2,3,134,3,low,M,4,5958,No
3151,D,Flight,3,3,238,8,medium,F,3,4943,No
3152,F,Flight,2,4,274,10,high,M,3,4167,Yes
3153,A,Flight,4,2,237,6,low,F,8,5695,No
3154,B,Flight,3,2,153,10,high,M,2,5455,No
3155,C,Flight,4,1,223,3,low,F,8,4974,Yes
3156,F,Flight,3,4,149,3,low,M,1,5040,Yes
3157,D,Flight,3,5,132,3,low,M,7,4013,Yes
3158,F,Flight,4,2,246,3,low,F,7,5616,No
3159,A,Flight,4,2,159,5,low,F,4,5547,Yes
3160,B,Flight,3,1,162,8,high,F,10,5429,No
3161,C,Flight,3,3,123,5,medium,F,5,4292,No
3162,F,Flight,5,1,231,7,high,F,9,5558,No
3163,D,Flight,3,1,213,10,medium,M,9,4862,No
3164,F,Flight,5,2,160,3,high,M,1,5834,No
3165,A,Flight,4,4,225,5,low,M,5,5060,Yes
3166,B,Flight,3,1,178,3,low,M,3,4811,No
3167,C,Flight,4,1,273,3,medium,M,5,5055,No
3168,F,Flight,3,2,129,3,high,M,9,4342,Yes
3169,D,Ship,3,1,273,6,low,F,9,1198,Yes
3170,F,Ship,6,3,161,4,medium,M,8,1247,No
3171,A,Ship,4,5,139,3,low,F,3,5824,Yes
3172,B,Ship,3,2,136,2,high,F,6,4002,Yes
3173,C,Ship,4,4,172,3,medium,F,1,4201,No
3174,F,Ship,4,2,272,3,high,M,7,5927,No
3175,D,Ship,3,2,207,3,high,F,3,4909,Yes
3176,F,Ship,2,3,134,3,low,M,6,4444,Yes
3177,A,Ship,3,2,238,8,medium,M,3,4388,Yes
3178,B,Ship,2,1,274,10,high,F,1,5622,No
3179,C,Ship,4,3,237,6,low,M,8,5588,No
3180,F,Ship,3,2,153,10,high,F,7,5305,No
3181,D,Ship,4,2,223,3,low,M,7,4026,Yes
3182,F,Ship,3,5,149,3,low,F,9,5412,No
3183,A,Ship,3,3,132,3,low,M,6,5721,Yes
3184,B,Ship,4,3,246,3,low,F,5,4710,No
3185,C,Ship,4,3,159,5,low,M,4,4666,Yes
3186,F,Ship,3,3,162,8,high,F,10,4842,No
3187,D,Ship,3,1,123,5,medium,F,10,4231,No
3188,F,Ship,5,5,231,7,high,M,6,5755,No
3189,A,Ship,3,3,213,10,medium,M,2,4847,No
3190,B,Ship,5,1,160,3,high,M,2,5141,Yes
3191,C,Ship,4,3,225,5,low,M,8,4195,No
3192,F,Ship,3,5,178,3,low,F,3,5540,No
3193,D,Ship,4,5,273,3,medium,M,2,4374,No
3194,F,Ship,3,3,129,3,high,M,7,5197,Yes
3195,A,Ship,3,1,273,6,low,M,1,1293,No
3196,B,Ship,6,4,161,4,medium,M,3,1747,Yes
3197,C,Ship,5,2,206,4,low,M,5,1149,No
3198,F,Ship,4,5,296,2,medium,M,1,1678,No
3199,D,Ship,3,2,249,5,medium,F,6,1887,No
3200,F,Ship,4,4,301,5,low,M,6,1931,No
3201,A,Ship,4,3,296,3,low,M,4,1991,No
3202,B,Ship,3,5,205,4,low,M,2,1648,No
3203,C,Ship,3,3,132,2,low,F,9,4355,Yes
3204,F,Ship,4,2,223,3,high,M,5,4282,No
3205,D,Ship,3,1,190,3,medium,F,2,4312,No
3206,F,Ship,5,3,194,3,low,F,1,4331,No
3207,A,Ship,2,4,176,2,medium,F,2,5138,No
3208,B,Ship,6,4,227,5,medium,F,8,4388,No
3209,C,Ship,5,1,149,2,low,M,9,5435,No
3210,F,Ship,5,2,173,2,low,M,7,5836,No
3211,D,Ship,3,2,181,2,low,F,6,5410,No
3212,F,Ship,3,5,251,2,low,M,4,4015,No
3213,A,Ship,4,5,243,3,low,F,2,4909,No
3214,B,Ship,3,4,210,3,low,M,10,4398,Yes
3215,C,Ship,5,2,145,4,medium,F,9,4028,No
3216,F,Ship,3,1,196,3,low,M,10,4546,No
3217,D,Ship,3,4,154,2,medium,M,5,5735,Yes
3218,F,Ship,4,1,164,4,low,M,6,4432,Yes
3219,A,Ship,4,2,210,3,medium,F,1,4379,Yes
3220,B,Ship,5,3,212,2,low,F,7,5219,No
3221,C,Ship,3,1,263,2,medium,M,9,4868,Yes
3222,F,Ship,3,4,155,2,low,M,3,5481,Yes
3223,D,Ship,3,4,223,2,low,M,9,4211,No
3224,F,Ship,5,4,269,3,low,F,3,4489,No
3225,A,Ship,3,4,117,3,low,F,6,4046,No
3226,B,Ship,4,4,151,2,low,M,3,4105,Yes
3227,C,Ship,4,2,271,3,medium,M,4,4743,Yes
3228,F,Ship,3,3,205,3,low,M,10,5714,No
3229,D,Ship,5,3,210,5,medium,M,9,5431,Yes
3230,F,Ship,4,1,133,2,medium,M,8,4277,No
3231,A,Ship,5,2,215,6,medium,F,5,5195,Yes
3232,B,Ship,2,3,140,3,low,F,2,4691,No
3233,C,Ship,3,3,255,2,low,M,8,5955,Yes
3234,F,Ship,2,5,159,3,low,M,5,4190,No
3235,D,Ship,5,3,169,2,low,M,8,5352,Yes
3236,F,Ship,5,4,182,2,medium,M,2,4554,Yes
3237,A,Ship,2,5,231,2,low,F,10,4406,Yes
3238,B,Ship,3,4,177,3,low,F,6,4445,No
3239,C,Ship,4,3,250,3,medium,F,3,5055,Yes
3240,F,Ship,4,2,145,3,medium,F,4,5122,Yes
3241,D,Ship,2,5,117,3,high,F,2,4268,Yes
3242,F,Ship,3,4,170,3,low,M,5,4716,Yes
3243,A,Ship,4,4,173,3,high,F,9,5382,Yes
3244,B,Ship,4,2,232,3,medium,M,8,4658,Yes
3245,C,Ship,3,2,231,4,medium,M,4,5510,No
3246,F,Ship,3,4,136,3,medium,M,2,4524,Yes
3247,D,Ship,4,1,189,3,medium,M,5,4496,Yes
3248,F,Ship,5,4,222,3,low,M,7,5340,No
3249,A,Ship,4,3,148,3,high,F,7,5034,Yes
3250,B,Ship,5,2,265,2,medium,F,7,5464,Yes
3251,C,Ship,4,1,181,2,low,F,3,5877,No
3252,F,Ship,6,5,189,2,high,M,4,5898,Yes
3253,D,Ship,3,2,160,3,medium,F,6,4808,Yes
3254,F,Ship,3,3,235,3,medium,F,10,4186,No
3255,A,Ship,3,4,100,3,medium,M,4,4191,No
3256,B,Ship,5,5,135,4,medium,F,7,5765,Yes
3257,C,Ship,5,2,137,3,low,M,6,4883,No
3258,F,Ship,4,2,222,3,high,F,9,5337,No
3259,D,Ship,5,1,246,3,medium,F,10,4078,Yes
3260,F,Ship,3,3,202,3,medium,F,8,5486,Yes
3261,A,Ship,4,5,273,3,low,F,1,5043,Yes
3262,B,Road,5,1,248,2,low,F,9,5881,Yes
3263,C,Road,4,4,199,4,medium,F,5,4194,No
3264,F,Road,4,3,209,3,medium,M,7,4104,Yes
3265,D,Road,4,5,216,2,low,M,2,4905,No
3266,F,Road,4,2,227,3,low,M,2,4318,Yes
3267,A,Road,3,1,216,4,medium,F,4,4416,No
3268,B,Road,2,3,242,2,medium,F,1,5892,Yes
3269,C,Road,5,4,217,3,medium,F,8,4949,Yes
3270,F,Road,2,2,160,3,medium,F,9,4613,No
3271,D,Road,5,3,141,2,medium,M,4,5257,No
3272,F,Road,5,4,263,2,medium,F,5,4595,No
3273,A,Road,5,4,171,4,low,M,7,5359,Yes
3274,B,Road,3,5,195,2,low,F,4,4864,No
3275,C,Road,3,5,237,3,low,M,4,5561,Yes
3276,F,Road,2,5,241,4,low,F,4,5693,Yes
3277,D,Road,3,4,134,3,medium,F,9,4230,Yes
3278,F,Road,5,5,156,3,low,F,5,5398,Yes
3279,A,Road,3,4,211,2,low,M,6,6000,No
3280,B,Road,3,2,243,2,low,F,5,4769,No
3281,C,Road,4,3,196,2,medium,F,7,4116,Yes
3282,F,Road,3,3,242,2,medium,F,7,4960,No
3283,D,Road,3,4,175,3,low,F,3,4449,No
3284,F,Flight,2,2,155,3,low,M,1,5154,No
3285,A,Flight,4,1,200,2,low,F,9,4808,Yes
3286,B,Flight,3,3,191,3,low,M,4,4586,No
3287,C,Flight,4,5,221,3,low,F,6,5895,No
3288,F,Flight,3,1,135,3,low,M,9,4511,No
3289,D,Flight,3,2,152,4,medium,F,7,5943,Yes
3290,F,Flight,2,5,172,2,low,M,7,4649,No
3291,A,Flight,5,2,253,2,high,F,2,5643,Yes
3292,B,Flight,5,1,270,2,high,M,10,5360,No
3293,C,Flight,2,4,139,4,high,M,3,5041,No
3294,F,Flight,5,2,257,4,medium,M,9,5088,No
3295,D,Flight,4,1,155,3,low,F,5,4283,Yes
3296,F,Flight,3,5,125,2,low,M,5,4933,Yes
3297,A,Flight,5,4,233,2,low,F,7,4597,Yes
3298,B,Flight,3,3,205,2,medium,M,6,4989,Yes
3299,C,Flight,5,4,243,3,medium,M,4,4420,Yes
3300,F,Flight,4,4,208,3,low,F,10,4919,No
3301,D,Flight,3,1,230,3,medium,F,6,4392,No
3302,F,Flight,4,5,205,3,medium,M,5,4949,Yes
3303,A,Flight,3,4,170,2,low,F,2,5664,No
3304,B,Flight,4,2,222,2,medium,M,5,4268,No
3305,C,Flight,5,4,186,2,low,M,3,4213,No
3306,F,Ship,5,1,208,2,low,F,8,5218,No
3307,D,Ship,4,3,223,3,medium,F,9,5897,No
3308,F,Ship,5,3,154,2,medium,M,8,4006,No
3309,A,Ship,5,3,235,4,medium,F,10,4011,No
3310,B,Ship,4,3,271,3,medium,M,1,4137,No
3311,C,Ship,4,5,250,3,low,F,2,5206,No
3312,F,Ship,4,2,206,2,medium,M,4,5159,No
3313,D,Ship,3,1,153,3,low,M,10,5121,Yes
3314,F,Ship,4,4,212,2,medium,F,6,4117,Yes
3315,A,Ship,6,4,168,2,high,M,6,5686,No
3316,B,Ship,3,1,171,2,low,M,10,5379,Yes
3317,C,Ship,3,5,132,2,low,M,10,4462,Yes
3318,F,Ship,5,3,141,3,low,M,9,4857,No
3319,D,Ship,3,2,254,2,low,M,1,4334,No
3320,F,Ship,4,4,159,2,medium,F,6,5221,No
3321,A,Ship,2,4,194,2,low,F,4,4803,Yes
3322,B,Ship,4,3,178,6,low,M,6,4203,No
3323,C,Ship,3,4,151,3,low,M,2,5712,Yes
3324,F,Ship,5,1,244,2,low,F,5,4125,Yes
3325,D,Ship,3,2,237,3,low,M,8,5287,Yes
3326,F,Ship,3,1,241,3,medium,M,9,5184,No
3327,A,Ship,4,2,156,3,low,M,3,5923,No
3328,B,Ship,4,3,243,3,medium,M,1,5021,No
3329,C,Ship,5,5,219,2,medium,M,4,4289,No
3330,F,Ship,4,5,168,2,high,M,2,5776,No
3331,D,Ship,6,3,224,6,high,M,8,5661,No
3332,F,Ship,4,4,216,2,medium,M,2,5840,Yes
3333,A,Ship,3,1,187,5,low,F,6,4698,No
3334,B,Ship,5,3,204,3,high,F,1,4037,Yes
3335,C,Ship,6,5,266,5,low,M,10,4140,No
3336,F,Ship,3,4,179,2,low,F,2,4931,Yes
3337,D,Ship,3,4,184,3,low,M,10,4776,No
3338,F,Ship,6,2,204,4,medium,F,2,4431,No
3339,A,Ship,3,4,255,2,medium,F,7,4332,Yes
3340,B,Ship,4,1,272,2,medium,F,5,5252,No
3341,C,Ship,4,3,186,2,low,M,7,4947,Yes
3342,F,Ship,5,4,147,4,medium,M,6,4369,No
3343,D,Ship,3,4,145,3,medium,M,4,5361,Yes
3344,F,Ship,5,1,255,3,medium,F,6,5715,No
3345,A,Ship,3,4,133,2,low,F,7,4663,No
3346,B,Ship,4,1,155,4,low,F,1,4985,No
3347,C,Ship,4,5,151,4,medium,M,10,4796,No
3348,F,Ship,4,2,270,2,high,F,3,4914,Yes
3349,D,Ship,3,1,234,4,high,M,6,4942,No
3350,F,Ship,3,5,186,2,medium,M,4,4352,No
3351,A,Ship,4,5,157,2,medium,M,6,5937,No
3352,B,Ship,4,4,268,3,low,M,7,5947,No
3353,C,Ship,4,3,244,2,low,M,10,4486,Yes
3354,F,Ship,4,5,190,3,low,M,2,4554,No
3355,D,Ship,4,4,161,4,low,M,5,5038,No
